EID	massfeature_rows	str_row_ion	compounds	compound_names
E211	row190	row190_M-H2O+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E216	row195	row195_M+Na[1+]	tetpent6crn;tetpent3crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E217	row213	row213_M+Na[1+]	tetpent6crn;tetpent3crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E218	row510	row510_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E219	row201;row404;row446;row567	row201_M+Na[1+];row404_M(C13)+H[1+];row446_M-H2O+H[1+];row567_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E221	row205;row215;row221	row205_M-NH3+H[1+];row215_M+H[1+];row221_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E223	row205	row205_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E225	row418	row418_M-H2O+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E227	row210;row249	row210_M(C13)+H[1+];row249_M+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E230	row211	row211_M-H2O+H[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E233	row225;row510;row596	row225_M+Na[1+];row510_M+H[1+];row596_M(C13)+H[1+]	C00791	
E234	row446;row567	row446_M+H[1+];row567_M+H2O+H[1+]	C00791	
E238	row230;row495;row622	row230_M+Na[1+];row495_M(C13)+H[1+];row622_M+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E239	row553;row589;row590	row553_M(C13)+H[1+];row589_M+H[1+];row590_M-HCOOH+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E240	row231;row291;row424;row513	row231_M-C3H4O2+H[1+];row291_M-HCOOH+H[1+];row424_M-H2O+H[1+];row513_M-H4O2+H[1+]	C08261	
E242	row551;row623	row551_M+H[1+];row623_M[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E247	row429;row622	row429_M+H[1+];row622_M-CO2+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E251	row429	row429_M-H2O+H[1+]	C00329	D-Glucosamine
E256	row239	row239_M+H[1+]	C00065;C00740	L-Serine$D-Serine
E262	row371;row546	row371_M+H[1+];row546_M+H[1+]	C00785	Urocanate
E263	row244;row422	row244_M[1+];row422_M+H[1+]	C00785	Urocanate
E264	row366;row434	row366_M+H[1+];row434_M+H2O+H[1+]	C00785	Urocanate
E265	row257;row418	row257_M-H2O+H[1+];row418_M-HCOOH+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E266	row372;row386	row372_M+H[1+];row386_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E267	row481	row481_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E269	row394;row484	row394_M(C13)+H[1+];row484_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E272	row371;row546	row371_M-H2O+H[1+];row546_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate
E273	row422	row422_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate
E274	row366;row367;row434	row366_M-H2O+H[1+];row367_M+H2O+H[1+];row434_M+H[1+]	C03680	4-Imidazolone-5-propanoate
E282	row257	row257_M+H[1+]	C03912	1-Pyrroline-5-carboxylate
E283	row372;row386	row372_M+H2O+H[1+];row386_M+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E284	row481	row481_M+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E286	row257;row418	row257_M+H[1+];row418_M-CO+H[1+]	C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E291	row259	row259_M+H[1+]	C03214;C00441;C03508	2-Amino-3-oxobutanoate; 2-Amino-acetoacetate$L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde$L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid
E297	row263;row271	row263_M(C13)+H[1+];row271_M+H[1+]	C00213;C00041;C00099;C00133	Sarcosine; N-Methylglycine$L-Alanine$beta-Alanine$D-Alanine
E299	row264;row400	row264_M+H2O+H[1+];row400_M+H[1+]	C01595	linoleic acid (all cis C18:2) n-6
E300	row570	row570_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E301	row267	row267_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E307	row574	row574_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E308	row315;row470;row492;row579	row315_M-CO+H[1+];row470_M-H4O2+H[1+];row492_M-CO2+H[1+];row579_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E314	row336;row486;row499	row336_M-H4O2+H[1+];row486_M-HCOOH+H[1+];row499_M-H2O+H[1+]	C00864	(R)-Pantothenate
E315	row277;row360;row526;row618	row277_M-HCOOH+H[1+];row360_M-H4O2+H[1+];row526_M-H2O+H[1+];row618_M-C3H4O2+H[1+]	C00864	(R)-Pantothenate
E316	row472	row472_M+H[1+]	C00864	(R)-Pantothenate
E327	row600;row618	row600_M+H[1+];row618_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E328	row348;row411;row455;row580	row348_M+H[1+];row411_M-CO2+H[1+];row455_M+H2O+H[1+];row580_M(C13)+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E329	row464;row471;row508	row464_M(C13)+H[1+];row471_M+H[1+];row508_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E331	row302	row302_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E339	row319;row459;row488	row319_M-HCOOH+H[1+];row459_M(C13)+H[1+];row488_M+H[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine
E341	row315;row478	row315_M+H[1+];row478_M-CO+H[1+]	C03087	5-Acetamidopentanoate
E342	row353;row556	row353_M-CO+H[1+];row556_M-H2O+H[1+]	C03087	5-Acetamidopentanoate
E343	row514	row514_M+H[1+]	C03087	5-Acetamidopentanoate
E346	row320;row326;row335;row585	row320_M+K[1+];row326_M+Na[1+];row335_M(C13)+H[1+];row585_M+H[1+]	C00262	Hypoxanthine
E349	row334	row334_M+H[1+]	dmnoncrn	4,8 dimethylnonanoyl carnitine
E350	row336;row499;row557	row336_M+H[1+];row499_M+H2O+H[1+];row557_M-CO+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E351	row360;row443;row526;row533	row360_M+H[1+];row443_M-H2O+H[1+];row526_M+H2O+H[1+];row533_M-CO+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E352	row490	row490_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E354	row338;row595	row338_M+H2O+H[1+];row595_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E358	row383	row383_M+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E359	row342;row470	row342_M+H[1+];row470_M-CO+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E361	row383	row383_M-H2O+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine
E362	row342;row470	row342_M-H2O+H[1+];row470_M-HCOOH+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine
E367	row376;row377;row388;row396	row376_M+H[1+];row377_M-HCOOH+H[1+];row388_M(C13)+H[1+];row396_M-NH3+H[1+]	C00082;CE2174	L-Tyrosine$
E368	row452;row478	row452_M-CO+H[1+];row478_M+H[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E370	row347;row353;row411	row347_M(C13)+H[1+];row353_M+H[1+];row411_M-HCOOH+H[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E373	row471;row582	row471_M-NH3+H[1+];row582_M-H2O+H[1+]	C00047	L-Lysine
E374	row460	row460_M-H2O+H[1+]	C00047	L-Lysine
E379	row395;row561	row395_M-CO+H[1+];row561_M+H[1+]	C05588	L-Metanephrine
E380	row362;row425;row497	row362_M+H[1+];row425_M+H2O+H[1+];row497_M-CO+H[1+]	C05588	L-Metanephrine
E383	row372	row372_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E384	row484	row484_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E392	row607	row607_M-H2O+H[1+]	C02505	2-Phenylacetamide
E393	row377	row377_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E394	row473	row473_M+H[1+]	C00108	Anthranilate
E395	row379;row511	row379_M+H[1+];row511_M(C13)+H[1+]	C00108	Anthranilate
E400	row381	row381_M+H[1+]	C00037	Glycine
E406	row415	row415_M-H2O+H[1+]	C00437	N2-Acetyl-L-ornithine
E409	row391;row460;row516	row391_M+H[1+];row460_M-HCOOH+H[1+];row516_M-H2O+H[1+]	C00437	N2-Acetyl-L-ornithine
E412	row396	row396_M+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E413	row396	row396_M-H2O+H[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
E425	row501	row501_M-H2O+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E426	row431	row431_M+H[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E430	row565	row565_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E432	row456	row456_M+H[1+]	C00250	Pyridoxal
E435	row461	row461_M+H[1+]	C05543	3-Dehydroxycarnitine
E436	row537	row537_M+H[1+]	C05543	3-Dehydroxycarnitine
E437	row523;row602	row523_M+H[1+];row602_M(C13)+H[1+]	C05543	3-Dehydroxycarnitine
E439	row470;row579	row470_M-H2O+H[1+];row579_M+H2O+H[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E441	row470	row470_M+H[1+]	CE5665	leukoaminochrome
E443	row485	row485_M+H[1+]	C00318	L-Carnitine
E445	row501	row501_M+H[1+]	CE1944	1-pyrroline
E446	row506	row506_M+H[1+]	C01888;C02229;C05665	Aminoacetone$3-Aminopropanal$beta-Aminopropion aldehyde
E449	row571	row571_M+H[1+]	C00632	3-Hydroxyanthranilate
E458	row599	row599_M-H2O+H[1+]	C00762;C01780	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa$Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al
E461	row611	row611_M+H[1+]	C04230	Lysophosphatidylcholine
E463	row620	row620_M+H[1+]	C00178;C02835	Thymine$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate
