EID	massfeature_rows	str_row_ion	compounds	compound_names
E84	row1710;row203;row43	row1710_M+H[1+];row203_M+H2O+H[1+];row43_M-H2O+H[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E89	row2177;row278;row488	row2177_M-CO+H[1+];row278_M-H2O+H[1+];row488_M-NH3+H[1+]	C05828	3-Methylimidazoleacetic acid
E90	row1957;row47	row1957_M+H[1+];row47_M+H2O+H[1+]	C05828	3-Methylimidazoleacetic acid
E91	row1144;row2061	row1144_M+H[1+];row2061_M+H2O+H[1+]	C05828	3-Methylimidazoleacetic acid
E93	row1508	row1508_M+H[1+]	C00750	Spermine
E94	row53	row53_M+H[1+]	C00750	Spermine
E96	row54	row54_M-H2O+H[1+]	CE2961	4-hydroxy-all-trans-retinyl acetate
E97	row1787;row914	row1787_M-H2O+H[1+];row914_M-H4O2+H[1+]	C02642;C00152	N-Carbamoyl-beta-alanine$L-Asparagine
E98	row177;row498;row56	row177_M+Na[1+];row498_M-H2O+H[1+];row56_M+H[1+]	C02642;C00152	N-Carbamoyl-beta-alanine$L-Asparagine
E99	row1042;row1609;row587	row1042_M+Na[1+];row1609_M(C13)+H[1+];row587_M+H[1+]	C02642;C00152	N-Carbamoyl-beta-alanine$L-Asparagine
E100	row1787;row914	row1787_M+H[1+];row914_M-H2O+H[1+]	C02512;C00429	Beta cyanoalanine$5,6-dihydrouracil
E101	row498;row56	row498_M+H[1+];row56_M+H2O+H[1+]	C02512;C00429	Beta cyanoalanine$5,6-dihydrouracil
E105	row212;row238;row63	row212_M-H2O+H[1+];row238_M-H4O2+H[1+];row63_M+H[1+]	CE6429;CE6423;CE6420;CE6426;CE6438;CE6432;CE6435	$$$$$$
E116	row1142;row1147;row1448	row1142_M(C13)+H[1+];row1147_M+H[1+];row1448_M+Na[1+]	C05842;C05843	N1-Methyl-2-pyridone-5-carboxamide; N'-Methyl-2-pyridone-5-carboxamide; 1-Methyl-5-carboxylamide-2-pyridone$N1-Methyl-4-pyridone-5-carboxamide; N'-Methyl-4-pyridone-5-carboxamide; 1-Methyl-4-pyridone-3-carboximide
E123	row103;row719	row103_M+H[1+];row719_M+H2O+H[1+]	C05587;C07453	3-Methoxytyramine$Epinine; Deoxyepinephrine
E126	row1975;row2107	row1975_M+H[1+];row2107_M-H2O+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E127	row103;row1333;row2276	row103_M-CO+H[1+];row1333_M+H[1+];row2276_M+H2O+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E128	row1021	row1021_M-H2O+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E129	row1572	row1572_M-H2O+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E130	row1383;row1709;row1862;row2361	row1383_M-HCOOH+H[1+];row1709_M-H2O+H[1+];row1862_M-CO+H[1+];row2361_M+H2O+H[1+]	CE2176	3-O-methyldopa
E131	row103;row1348;row1497;row1733;row1943;row2185	row103_M-CO2+H[1+];row1348_M-CO+H[1+];row1497_M+H2O+H[1+];row1733_M-H2O+H[1+];row1943_M-HCOOH+H[1+];row2185_M-C3H4O2+H[1+]	CE2176	3-O-methyldopa
E135	row791	row791_M+H[1+]	C01879;C04281;C04282;C02238	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate$5-Oxo-L-proline
E136	row1073;row1444;row1708;row1715;row898	row1073_M+H[1+];row1444_M-CO+H[1+];row1708_M-CO+H[1+];row1715_M-CO2+H[1+];row898_M+H2O+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E137	row1064;row1590;row356;row545;row591;row639;row642	row1064_M-CO+H[1+];row1590_M+H2O+H[1+];row356_M-CO+H[1+];row545_M+Na[1+];row591_M-HCOOH+H[1+];row639_M+H[1+];row642_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E138	row105;row108;row1782;row210;row276;row435;row804	row105_M(C13)+H[1+];row108_M+H[1+];row1782_M-CO+H[1+];row210_M+Na[1+];row276_M+H2O+H[1+];row435_M-HCOOH+H[1+];row804_M-CO+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E139	row1201;row791	row1201_M-CO+H[1+];row791_M-H2O+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E140	row1073;row1444;row1708;row898	row1073_M-H2O+H[1+];row1444_M-HCOOH+H[1+];row1708_M-HCOOH+H[1+];row898_M+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E141	row1064;row1068;row1590;row1706;row306;row356;row639;row702	row1064_M-HCOOH+H[1+];row1068_M-CO+H[1+];row1590_M+H[1+];row1706_M-C3H4O2+H[1+];row306_M-CO+H[1+];row356_M-HCOOH+H[1+];row639_M-H2O+H[1+];row702_M-CO2+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E142	row108;row1247;row1382;row1470;row1782;row267;row276;row479;row804	row108_M-H2O+H[1+];row1247_M-CO+H[1+];row1382_M-C3H4O2+H[1+];row1470_M-CO2+H[1+];row1782_M-HCOOH+H[1+];row267_M(C13)+H[1+];row276_M+H[1+];row479_M+Na[1+];row804_M-HCOOH+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E143	row1073;row898	row1073_M+H[1+];row898_M+H2O+H[1+]	C02238	5-Oxo-L-proline
E144	row1590;row545;row639	row1590_M+H2O+H[1+];row545_M+Na[1+];row639_M+H[1+]	C02238	5-Oxo-L-proline
E145	row108;row210;row276	row108_M+H[1+];row210_M+Na[1+];row276_M+H2O+H[1+]	C02238	5-Oxo-L-proline
E155	row114;row149;row193	row114_M(S34)+H[1+];row149_M+H[1+];row193_M+Na[1+]	C00245	Taurine
E157	row1218;row1668	row1218_M-H2O+H[1+];row1668_M-NH3+H[1+]	C00135	L-Histidine
E160	row1047;row1088;row116;row1461;row515;row937	row1047_M(C13)+H[1+];row1088_M-HCOOH+H[1+];row116_M+Na[1+];row1461_M+H[1+];row515_M+H2O+H[1+];row937_M+K[1+]	C00135	L-Histidine
E161	row124;row431	row124_M-H4O2+H[1+];row431_M-H2O+H[1+]	C00696;C04853;C06315;C06314;C00584;C04654;C04671;C01312;C00427	Prostaglandin D2$w-hydroxyl leukotriene B4$Lipoxin B4; LXB4; 5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid; (6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid$Lipoxin A4; LXA4; 5S,6R,15S-Trihydroxy-7E,9E,11Z,13E-eicosatetraenoic acid; (7E,9E,11Z,13E)-(5S,6R,15S)-5,6,15-Trihydroxyicosa-7,9,11,13-tetraenoic acid$Prostaglandin E2$(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate$(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate$Prostaglandin I2; (5Z,13E)-(15S)-6,9alpha-Epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate; Prostacyclin; PGI2; Epoprostenol$Prostaglandin H2
E163	row124;row167;row431	row124_M+H[1+];row167_M-H2O+H[1+];row431_M+H2O+H[1+]	C16679;C16677;C16680	all-trans-18-Hydroxyretinoic acid$all-trans-4-Hydroxyretinoic acid$all-trans-5,6-Epoxyretinoic acid; all-trans-5,6-Epoxy-5,6-dihydroretinoic acid
E165	row1519;row1947	row1519_M+3H[3+];row1947_M-H2O+H[1+]	C00762;C01780	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa$Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al
E170	row125;row1657	row125_M+H[1+];row1657_M+H[1+]	C00178;C02835	Thymine$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate
E171	row274	row274_M+H[1+]	C00178;C02835	Thymine$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate
E179	row1494;row2062;row226;row925	row1494_M+H2O+H[1+];row2062_M-H2O+H[1+];row226_M-CO+H[1+];row925_M-H4O2+H[1+]	C03758	Dopamine
E181	row1735;row683;row751	row1735_M+H2O+H[1+];row683_M-H4O2+H[1+];row751_M-H2O+H[1+]	C03758	Dopamine
E183	row1826;row2376	row1826_M-H2O+H[1+];row2376_M+H2O+H[1+]	C03758	Dopamine
E186	row2384;row409	row2384_M+H2O+H[1+];row409_M+H[1+]	CE2122	methyl indole-3-acetate
E187	row1294;row363;row683	row1294_M-HCOOH+H[1+];row363_M+H[1+];row683_M-C3H4O2+H[1+]	CE2122	methyl indole-3-acetate
E189	row128	row128_M-H2O+H[1+]	C02505	2-Phenylacetamide
E190	row2062;row925	row2062_M+H[1+];row925_M-H2O+H[1+]	C02505	2-Phenylacetamide
E191	row683;row751	row683_M-H2O+H[1+];row751_M+H[1+]	C02505	2-Phenylacetamide
E192	row1532	row1532_M-H2O+H[1+]	C02505	2-Phenylacetamide
E193	row1332;row1691;row1704;row1826	row1332_M+HCOONa[1+];row1691_M-NH3+H[1+];row1704_M(C13)+H[1+];row1826_M+H[1+]	C02505	2-Phenylacetamide
E197	row130;row271	row130_M-H2O+H[1+];row271_M+H[1+]	CE5840;CE5838	$
E198	row1093;row132;row757	row1093_M[1+];row132_M+H2O+H[1+];row757_M+H[1+]	C00671;C00233;C06102;C03465	(S)-3-Methyl-2-oxopentanoate$4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E199	row1238	row1238_M-H2O+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E202	row135	row135_M-H2O+H[1+]	C05455;C01561	7alpha-Hydroxycholest-4-en-3-one$Calcidiol; 25-Hydroxyvitamin D3; Calcifediol; Calcifediol anhydrous
E204	row135	row135_M+H[1+]	C05107;CE2321	7-Dehydrodesmosterol$cholesta-5,7,24-trien-3beta-ol
E205	row143;row148	row143_M-H2O+H[1+];row148_M+H[1+]	CE5528	
E206	row148	row148_M+H[1+]	C04785;C16321	13(S)-HPOT; (9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid; (9Z,11E,14Z)-(13S)-Hydroperoxyoctadeca-(9,11,14)-trienoate; 13(S)-HpOTrE$9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE
E207	row1907	row1907_M+H[1+]	CE6415;CE6502	$
E216	row1088;row643;row822	row1088_M-H4O2+H[1+];row643_M+H[1+];row822_M-NH3+H[1+]	C01035	4-Guanidinobutanoate
E217	row1154	row1154_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate
E218	row1668;row2177;row324	row1668_M-H2O+H[1+];row2177_M-CO2+H[1+];row324_M+H2O+H[1+]	C03680	4-Imidazolone-5-propanoate
E219	row1795;row2339	row1795_M-H2O+H[1+];row2339_M+H[1+]	C03680	4-Imidazolone-5-propanoate
E220	row1082;row153;row1725;row1973;row2200	row1082_M+H2O+H[1+];row153_M-CO+H[1+];row1725_M-H2O+H[1+];row1973_M(C13)+H[1+];row2200_M+H[1+]	C03680	4-Imidazolone-5-propanoate
E228	row161	row161_M+H[1+]	C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid
E230	row162	row162_M-H2O+H[1+]	C01074;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E231	row1445;row1842;row2284;row815;row842	row1445_M+H[1+];row1842_M+Na[1+];row2284_M-H2O+H[1+];row815_M+H[1+];row842_M+Na[1+]	C01074;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E232	row1801;row2178;row733	row1801_M-H2O+H[1+];row2178_M-HCOOH+H[1+];row733_M+Na[1+]	C01074;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
