pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Heparan sulfate degradation	0	2	0.03478699268968994			
Fatty acid oxidation, peroxisome	0	1	0.03478699268968994			
Polyunsaturated fatty acid biosynthesis	0	0	0.03478699268968994			
Alanine and Aspartate Metabolism	0	18	0.03478699268968994			
Glutathione Metabolism	0	12	0.03478699268968994			
Keratan sulfate biosynthesis	0	0	0.03478699268968994			
TCA cycle	0	1	0.03478699268968994			
3-Chloroacrylic acid degradation	0	0	0.03478699268968994			
Arachidonic acid metabolism	0	7	0.03478699268968994			
Sphingolipid metabolism	0	0	0.03478699268968994			
O-Glycan biosynthesis	0	0	0.03478699268968994			
Glycosphingolipid metabolism	0	8	0.03478699268968994			
Limonene and pinene degradation	0	2	0.03478699268968994			
Arginine and Proline Metabolism	0	57	0.03478699268968994			
Proteoglycan biosynthesis	0	0	0.03478699268968994			
Vitamin K metabolism	0	0	0.03478699268968994			
Glycerophospholipid metabolism	0	14	0.03478699268968994			
Glutamate metabolism	0	24	0.03478699268968994			
Porphyrin metabolism	0	11	0.03478699268968994			
Phosphatidylinositol phosphate metabolism	0	1	0.03478699268968994			
Benzoate degradation via CoA ligation	0	0	0.03478699268968994			
Prostaglandin formation from arachidonate	0	0	0.03478699268968994			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.03478699268968994			
Vitamin B6 (pyridoxine) metabolism	0	7	0.03478699268968994			
Pentose and Glucuronate Interconversions	0	0	0.03478699268968994			
Atrazine degradation	0	0	0.03478699268968994			
N-Glycan Degradation	0	2	0.03478699268968994			
Leukotriene metabolism	0	5	0.03478699268968994			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.03478699268968994			
Fatty acid activation	0	4	0.03478699268968994			
Carbon fixation	0	0	0.03478699268968994			
Nucleotide Sugar Metabolism	0	0	0.03478699268968994			
Ubiquinone Biosynthesis	0	1	0.03478699268968994			
1- and 2-Methylnaphthalene degradation	0	0	0.03478699268968994			
Pyrimidine metabolism	0	35	0.03478699268968994			
Aspartate and asparagine metabolism	0	78	0.03478699268968994			
Nitrogen metabolism	0	12	0.03478699268968994			
Drug metabolism - other enzymes	0	3	0.03478699268968994			
Aminosugars metabolism	0	16	0.03478699268968994			
Tyrosine metabolism	0	72	0.03478699268968994			
Beta-Alanine metabolism	0	24	0.03478699268968994			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.03478699268968994			
C21-steroid hormone biosynthesis and metabolism	0	6	0.03478699268968994			
Starch and Sucrose Metabolism	0	2	0.03478699268968994			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.03478699268968994			
Omega-6 fatty acid metabolism	0	0	0.03478699268968994			
Phytanic acid peroxisomal oxidation	0	1	0.03478699268968994			
Pentose phosphate pathway	0	1	0.03478699268968994			
Lysine metabolism	0	38	0.03478699268968994			
