EID	massfeature_rows	str_row_ion	compounds	compound_names
E88	row507;row539;row66	row507_M+H[1+];row539_M+K[1+];row66_M-NH3+H[1+]	C02727	N6-Acetyl-L-lysine
E89	row1456	row1456_M+H[1+]	C02727	N6-Acetyl-L-lysine
E98	row1389;row1704;row194;row1972;row26;row384	row1389_M-H2O+H[1+];row1704_M+H2O+H[1+];row194_M+H2O+H[1+];row1972_M+H[1+];row26_M-CO+H[1+];row384_M-CO+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E99	row1047;row1922;row2258;row385;row463;row736	row1047_M-CO+H[1+];row1922_M+H2O+H[1+];row2258_M-CO2+H[1+];row385_M-H2O+H[1+];row463_M+H[1+];row736_M-C3H4O2+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E101	row2282	row2282_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E104	row26;row384;row84	row26_M+H2O+H[1+];row384_M+H2O+H[1+];row84_M-H2O+H[1+]	C00483;C01183;C02735	Tyramine$N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol
E105	row1047;row1756	row1047_M+H2O+H[1+];row1756_M-H2O+H[1+]	C00483;C01183;C02735	Tyramine$N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol
E106	row2198	row2198_M-H2O+H[1+]	C00483;C01183;C02735	Tyramine$N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol
E113	row1461;row1971;row226;row268;row724;row811	row1461_M-CO+H[1+];row1971_M-NH3+H[1+];row226_M+H2O+H[1+];row268_M+Na[1+];row724_M(C13)+H[1+];row811_M+H[1+]	C05842;C05843	N1-Methyl-2-pyridone-5-carboxamide; N'-Methyl-2-pyridone-5-carboxamide; 1-Methyl-5-carboxylamide-2-pyridone$N1-Methyl-4-pyridone-5-carboxamide; N'-Methyl-4-pyridone-5-carboxamide; 1-Methyl-4-pyridone-3-carboximide
E123	row1032;row155;row1625;row1759;row1950;row2132;row326;row38;row768	row1032_M-C3H4O2+H[1+];row155_M-CO+H[1+];row1625_M-CO2+H[1+];row1759_M-C3H4O2+H[1+];row1950_M-CO2+H[1+];row2132_M+H[1+];row326_M-C3H4O2+H[1+];row38_M-HCOOH+H[1+];row768_M-HCOOH+H[1+]	C03740	5-L-Glutamyl-L-alanine
E127	row252;row313	row252_M-H2O+H[1+];row313_M-HCOOH+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E129	row166;row280;row281;row319;row43	row166_M-H2O+H[1+];row280_M+H[1+];row281_M(C13)+H[1+];row319_M-NH3+H[1+];row43_M+Na[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E131	row1803;row2203	row1803_M-CO+H[1+];row2203_M-H2O+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E132	row1241;row804	row1241_M-H2O+H[1+];row804_M+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E134	row1009;row45;row646;row831;row97	row1009_M-HCOOH+H[1+];row45_M-H2O+H[1+];row646_M-CO+H[1+];row831_M-CO2+H[1+];row97_M+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E135	row1713;row196;row238;row321;row414	row1713_M-H2O+H[1+];row196_M-HCOOH+H[1+];row238_M-CO+H[1+];row321_M(C13)+H[1+];row414_M+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E138	row2203	row2203_M+H[1+]	C01879;C02238;C04281;C04282	5-Oxoproline$5-Oxo-L-proline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E139	row1241;row1599;row425;row804	row1241_M+H[1+];row1599_M-HCOOH+H[1+];row425_M-CO2+H[1+];row804_M+H2O+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E141	row1009;row1305;row45;row97	row1009_M-CO+H[1+];row1305_M(C13)+H[1+];row45_M+H[1+];row97_M+H2O+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E142	row1660;row1713;row1720;row196;row1986;row414	row1660_M-HCOOH+H[1+];row1713_M+H[1+];row1720_M(C13)+H[1+];row196_M-CO+H[1+];row1986_M+Na[1+];row414_M+H2O+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E144	row1097;row1241;row163;row1710;row634;row927	row1097_M-H4O2+H[1+];row1241_M-NH3+H[1+];row163_M-H2O+H[1+];row1710_M+H[1+];row634_M+Na[1+];row927_M-HCOOH+H[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid
E145	row1032;row1040;row326;row45	row1032_M+H[1+];row1040_M-H4O2+H[1+];row326_M+H[1+];row45_M-NH3+H[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid
E146	row1974	row1974_M-H2O+H[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid
E147	row104;row1605;row1713;row1759;row1848;row2143	row104_M-H2O+H[1+];row1605_M-HCOOH+H[1+];row1713_M-NH3+H[1+];row1759_M+H[1+];row1848_M(C13)+H[1+];row2143_M+Na[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid
E148	row1241;row804	row1241_M+H[1+];row804_M+H2O+H[1+]	C02238	5-Oxo-L-proline
E149	row45;row97	row45_M+H[1+];row97_M+H2O+H[1+]	C02238	5-Oxo-L-proline
E150	row1713;row1986;row414	row1713_M+H[1+];row1986_M+Na[1+];row414_M+H2O+H[1+]	C02238	5-Oxo-L-proline
E162	row1466;row1642	row1466_M-H2O+H[1+];row1642_M-NH3+H[1+]	C00047	L-Lysine
E163	row285	row285_M+H[1+]	C00047	L-Lysine
E164	row1500;row48;row978	row1500_M-NH3+H[1+];row48_M+H[1+];row978_M-H2O+H[1+]	C00047	L-Lysine
E165	row588;row666	row588_M-NH3+H[1+];row666_M-H2O+H[1+]	C00047	L-Lysine
E166	row566	row566_M-H2O+H[1+]	C00047	L-Lysine
E168	row1741;row1757;row1835;row1919;row956	row1741_M+H[1+];row1757_M+Na[1+];row1835_M(C13)+H[1+];row1919_M-NH3+H[1+];row956_M-H2O+H[1+]	C00047	L-Lysine
E169	row1404;row618	row1404_M-NH3+H[1+];row618_M+H[1+]	C00437	N2-Acetyl-L-ornithine
E170	row1466;row1591;row1595;row229	row1466_M-HCOOH+H[1+];row1591_M-H2O+H[1+];row1595_M-CO2+H[1+];row229_M+H[1+]	C00437	N2-Acetyl-L-ornithine
E171	row2271	row2271_M+H[1+]	C00437	N2-Acetyl-L-ornithine
E172	row1950;row244;row285;row48;row978	row1950_M+H[1+];row244_M-NH3+H[1+];row285_M-CO+H[1+];row48_M-CO+H[1+];row978_M-HCOOH+H[1+]	C00437	N2-Acetyl-L-ornithine
E174	row1625;row566;row813	row1625_M+H[1+];row566_M-HCOOH+H[1+];row813_M-H2O+H[1+]	C00437	N2-Acetyl-L-ornithine
E177	row1716	row1716_M+H[1+]	C00437	N2-Acetyl-L-ornithine
E178	row51	row51_M-H2O+H[1+]	C16353	
E181	row1427	row1427_M-H2O+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E182	row2195	row2195_M-H2O+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E184	row1651;row1902;row2182;row625	row1651_M-CO+H[1+];row1902_M+H[1+];row2182_M-CO+H[1+];row625_M-H2O+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E189	row723	row723_M+H[1+]	C12144	Phytosphingosine; 4-D-Hydroxysphinganine
E190	row59	row59_M+H[1+]	C12144	Phytosphingosine; 4-D-Hydroxysphinganine
E192	row969	row969_M+H[1+]	C12144	Phytosphingosine; 4-D-Hydroxysphinganine
E195	row2163	row2163_M-H2O+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine
E197	row1984	row1984_M+H[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E200	row1017;row1054;row1342;row1453;row1655;row206;row2205;row328;row550	row1017_M+H[1+];row1054_M+H2O+H[1+];row1342_M-H2O+H[1+];row1453_M-CO+H[1+];row1655_M+H[1+];row206_M+H2O+H[1+];row2205_M-CO2+H[1+];row328_M-CO2+H[1+];row550_M-H2O+H[1+]	C11924	Perillic acid
E201	row1325;row61	row1325_M+H2O+H[1+];row61_M+H[1+]	C11924	Perillic acid
E204	row620;row627	row620_M-CO2+H[1+];row627_M-H2O+H[1+]	C11924	Perillic acid
E205	row1097;row163;row1710;row927	row1097_M-H2O+H[1+];row163_M+H[1+];row1710_M+H2O+H[1+];row927_M-CO+H[1+]	C00906	5,6-Dihydrothymine
E206	row1032;row1040;row326	row1032_M+H2O+H[1+];row1040_M-H2O+H[1+];row326_M+H2O+H[1+]	C00906	5,6-Dihydrothymine
E207	row1974	row1974_M+H[1+]	C00906	5,6-Dihydrothymine
E208	row104;row1605;row1759;row2299;row62	row104_M+H[1+];row1605_M-CO+H[1+];row1759_M+H2O+H[1+];row2299_M+Na[1+];row62_M(C13)+H[1+]	C00906	5,6-Dihydrothymine
E211	row402;row578;row67	row402_M-C3H4O2+H[1+];row578_M-H2O+H[1+];row67_M+H[1+]	C05660	5-Methoxyindoleacetate
E212	row106	row106_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E213	row1437;row1461	row1437_M+H2O+H[1+];row1461_M+H[1+]	C05827	3-Methylimidazole acetaldehyde
E214	row1646	row1646_M+H[1+]	C05827	3-Methylimidazole acetaldehyde
E217	row74	row74_M+H[1+]	C02693	Indole-3-acetamide
E221	row83	row83_M-H2O+H[1+]	C05984;C01089;C03197;C06001;C00989	2-Hydroxybutyrate$(R)-3-Hydroxybutanoate; (R)-3-Hydroxybutanoic acid; (R)-3-Hydroxybutyric acid$(S)-3-Hydroxybutanoate$(S)-3-Hydroxyisobutyrate$4-Hydroxybutanoic acid; 4-Hydroxybutanoate; 4-Hydroxybutyric acid
E224	row425	row425_M-H2O+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E226	row1682;row831	row1682_M(C13)+H[1+];row831_M+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E229	row1316;row1742	row1316_M+H[1+];row1742_M(C13)+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E235	row1131;row1696;row485	row1131_M-C3H4O2+H[1+];row1696_M+Na[1+];row485_M-H4O2+H[1+]	C00670	sn-Glycero-3-phosphocholine
E236	row2003	row2003_M+Na[1+]	C00670	sn-Glycero-3-phosphocholine
E239	row988	row988_M+Na[1+]	C00670	sn-Glycero-3-phosphocholine
E240	row1389;row1972;row345;row84	row1389_M+H[1+];row1972_M+H2O+H[1+];row345_M-NH3+H[1+];row84_M-HCOOH+H[1+]	C00079;CE2172	L-Phenylalanine$
E241	row1756;row311;row385;row463	row1756_M-HCOOH+H[1+];row311_M-H4O2+H[1+];row385_M+H[1+];row463_M+H2O+H[1+]	C00079;CE2172	L-Phenylalanine$
E242	row190;row2181;row2198;row2218;row2282;row409	row190_M-H4O2+H[1+];row2181_M-NH3+H[1+];row2198_M-HCOOH+H[1+];row2218_M(C13)+H[1+];row2282_M+H[1+];row409_M-H4O2+H[1+]	C00079;CE2172	L-Phenylalanine$
E251	row1395;row1399;row1933;row2287	row1395_M+H[1+];row1399_M+H[1+];row1933_M-H4O2+H[1+];row2287_M+H2O+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E252	row1055;row1620	row1055_M+H2O+H[1+];row1620_M+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E255	row1251;row2041	row1251_M+H[1+];row2041_M-NH3+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E258	row1654;row177;row791	row1654_M-C3H4O2+H[1+];row177_M+H[1+];row791_M+H2O+H[1+]	CE2122	methyl indole-3-acetate
E259	row1380;row1724;row2050	row1380_M-C3H4O2+H[1+];row1724_M-HCOOH+H[1+];row2050_M+H[1+]	CE2122	methyl indole-3-acetate
E261	row1933	row1933_M+H[1+]	C14790	
E262	row1724	row1724_M+H[1+]	C14790	
E263	row90	row90_M+H[1+]	C14790	
E266	row1335;row1724	row1335_M+H[1+];row1724_M-NH3+H[1+]	C00398	Tryptamine
E268	row1225;row1233;row91	row1225_M+H[1+];row1233_M-H2O+H[1+];row91_M+H[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E270	row1225;row1233;row1995;row91	row1225_M+H2O+H[1+];row1233_M+H[1+];row1995_M(C13)+H[1+];row91_M+H2O+H[1+]	C06426;C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid$(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
E271	row1203;row1330;row2019;row436	row1203_M+2H[2+];row1330_M+H[1+];row2019_M+K[1+];row436_M+H2O+H[1+]	C06423	Octanoic acid; Caprylic acid; Octylic acid
E274	row1113;row1203;row806	row1113_M+H[1+];row1203_M-CO2+H[1+];row806_M-CO+H[1+]	C00141	3-Methyl-2-oxobutanoate
E275	row1789;row682;row95	row1789_M+H[1+];row682_M-CO+H[1+];row95_M-CO2+H[1+]	C00141	3-Methyl-2-oxobutanoate
E277	row804	row804_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E278	row97	row97_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E279	row414	row414_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E282	row777	row777_M-H2O+H[1+]	C00780	Serotonin
E293	row104;row1651;row2182;row951	row104_M-NH3+H[1+];row1651_M+H[1+];row2182_M+H[1+];row951_M-H4O2+H[1+]	C01035	4-Guanidinobutanoate
E294	row1097;row163	row1097_M+H[1+];row163_M+H2O+H[1+]	C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
E295	row1040	row1040_M+H[1+]	C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
E298	row2207	row2207_M+H[1+]	C01717;C14800;C14802	4-Hydroxy-2-quinolinecarboxylic acid$1-Nitronaphthalene-5,6-oxide$1-Nitronaphthalene-7,8-oxide
E299	row551	row551_M+H[1+]	C01717;C14800;C14802	4-Hydroxy-2-quinolinecarboxylic acid$1-Nitronaphthalene-5,6-oxide$1-Nitronaphthalene-7,8-oxide
E300	row105;row1435	row105_M-CO2+H[1+];row1435_M+H[1+]	C01717	4-Hydroxy-2-quinolinecarboxylic acid
E301	row856	row856_M+H[1+]	C01717;C14800;C14802	4-Hydroxy-2-quinolinecarboxylic acid$1-Nitronaphthalene-5,6-oxide$1-Nitronaphthalene-7,8-oxide
E304	row107	row107_M-H2O+H[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E306	row1217;row498;row504;row599	row1217_M(C13)+H[1+];row498_M-H2O+H[1+];row504_M-NH3+H[1+];row599_M+H[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E308	row230	row230_M+H[1+]	C06124	Sphingosine 1-phosphate
E309	row112	row112_M+H[1+]	C06124	Sphingosine 1-phosphate
E310	row113;row685	row113_M+H2O+H[1+];row685_M+H[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E311	row216;row493	row216_M[1+];row493_M+H[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E312	row1469;row1932;row2134;row394;row473;row512	row1469_M+Na[1+];row1932_M-CO2+H[1+];row2134_M+H2O+H[1+];row394_M(C13)+H[1+];row473_M+H[1+];row512_M-HCOOH+H[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E314	row1664;row2039;row504;row561	row1664_M-HCOOH+H[1+];row2039_M-HCOOH+H[1+];row504_M+H[1+];row561_M(C13)+H[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E315	row247	row247_M-H2O+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E316	row113;row1515;row544;row685	row113_M-CO+H[1+];row1515_M-H2O+H[1+];row544_M-CO2+H[1+];row685_M-HCOOH+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E317	row1499;row153;row205;row493	row1499_M+H[1+];row153_M-H2O+H[1+];row205_M-C3H4O2+H[1+];row493_M-HCOOH+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E318	row1041;row1793;row1834;row1977;row2134;row473	row1041_M-CO2+H[1+];row1793_M-CO2+H[1+];row1834_M+H[1+];row1977_M-H2O+H[1+];row2134_M-CO+H[1+];row473_M-HCOOH+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E319	row1154;row1317;row169;row2101;row783	row1154_M-CO+H[1+];row1317_M-C3H4O2+H[1+];row169_M-CO+H[1+];row2101_M-H2O+H[1+];row783_M+H2O+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E323	row1499;row153	row1499_M-H2O+H[1+];row153_M-H4O2+H[1+]	C00329	D-Glucosamine
E324	row1834;row1977	row1834_M-H2O+H[1+];row1977_M-H4O2+H[1+]	C00329	D-Glucosamine
