pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Electron transport chain	0	0	0.022267036383497186			
Vitamin H (biotin) metabolism	0	6	0.022267036383497186			
Biopterin metabolism	0	7	0.022267036383497186			
Vitamin E metabolism	0	1	0.022267036383497186			
Androgen and estrogen biosynthesis and metabolism	0	3	0.022267036383497186			
Glycine, serine, alanine and threonine metabolism	0	37	0.022267036383497186			
Caffeine metabolism	0	3	0.022267036383497186			
Lipoate metabolism	0	6	0.022267036383497186			
Heparan sulfate biosynthesis	0	0	0.022267036383497186			
Drug metabolism - cytochrome P450	0	7	0.022267036383497186			
Vitamin B9 (folate) metabolism	0	6	0.022267036383497186			
Tryptophan metabolism	0	44	0.022267036383497186			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.022267036383497186			
Urea cycle/amino group metabolism	0	67	0.022267036383497186			
De novo fatty acid biosynthesis	0	2	0.022267036383497186			
Vitamin A (retinol) metabolism	0	0	0.022267036383497186			
Valine, leucine and isoleucine degradation	0	19	0.022267036383497186			
Fatty Acid Metabolism	0	3	0.022267036383497186			
Glycosaminoglycan degradation	0	0	0.022267036383497186			
Fatty acid oxidation	0	0	0.022267036383497186			
Fructose and mannose metabolism	0	6	0.022267036383497186			
ROS Detoxification	0	0	0.022267036383497186			
Xenobiotics metabolism	0	11	0.022267036383497186			
Saturated fatty acids beta-oxidation	0	2	0.022267036383497186			
CoA Catabolism	0	3	0.022267036383497186			
Omega-3 fatty acid metabolism	0	1	0.022267036383497186			
Butanoate metabolism	0	29	0.022267036383497186			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.022267036383497186			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.022267036383497186			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	14	0.022267036383497186			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	2	0.022267036383497186			
Geraniol degradation	0	0	0.022267036383497186			
D4&E4-neuroprostanes formation	0	0	0.022267036383497186			
Vitamin D	0	0	0.022267036383497186			
Dynorphin metabolism	0	0	0.022267036383497186			
Heparan sulfate degradation	0	7	0.022267036383497186			
Fatty acid oxidation, peroxisome	0	0	0.022267036383497186			
Polyunsaturated fatty acid biosynthesis	0	0	0.022267036383497186			
Purine metabolism	0	13	0.022267036383497186			
Alanine and Aspartate Metabolism	0	17	0.022267036383497186			
Glutathione Metabolism	0	12	0.022267036383497186			
Keratan sulfate biosynthesis	0	0	0.022267036383497186			
TCA cycle	0	1	0.022267036383497186			
3-Chloroacrylic acid degradation	0	0	0.022267036383497186			
Arachidonic acid metabolism	0	7	0.022267036383497186			
Sphingolipid metabolism	0	0	0.022267036383497186			
O-Glycan biosynthesis	0	0	0.022267036383497186			
Glycosphingolipid metabolism	0	14	0.022267036383497186			
Limonene and pinene degradation	0	6	0.022267036383497186			
Arginine and Proline Metabolism	0	51	0.022267036383497186			
Proteoglycan biosynthesis	0	0	0.022267036383497186			
Vitamin K metabolism	0	0	0.022267036383497186			
Glycerophospholipid metabolism	0	18	0.022267036383497186			
Glutamate metabolism	0	19	0.022267036383497186			
Porphyrin metabolism	0	9	0.022267036383497186			
Phosphatidylinositol phosphate metabolism	0	2	0.022267036383497186			
Benzoate degradation via CoA ligation	0	0	0.022267036383497186			
Prostaglandin formation from arachidonate	0	0	0.022267036383497186			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.022267036383497186			
Vitamin B6 (pyridoxine) metabolism	0	7	0.022267036383497186			
Pentose and Glucuronate Interconversions	0	1	0.022267036383497186			
Atrazine degradation	0	0	0.022267036383497186			
N-Glycan Degradation	0	9	0.022267036383497186			
Leukotriene metabolism	0	4	0.022267036383497186			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.022267036383497186			
Fatty acid activation	0	6	0.022267036383497186			
Carbon fixation	0	1	0.022267036383497186			
Nucleotide Sugar Metabolism	0	0	0.022267036383497186			
Ubiquinone Biosynthesis	0	1	0.022267036383497186			
1- and 2-Methylnaphthalene degradation	0	0	0.022267036383497186			
Aspartate and asparagine metabolism	0	70	0.022267036383497186			
Nitrogen metabolism	0	11	0.022267036383497186			
Drug metabolism - other enzymes	0	0	0.022267036383497186			
Aminosugars metabolism	0	21	0.022267036383497186			
Tyrosine metabolism	0	63	0.022267036383497186			
Beta-Alanine metabolism	0	17	0.022267036383497186			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.022267036383497186			
C21-steroid hormone biosynthesis and metabolism	0	10	0.022267036383497186			
Starch and Sucrose Metabolism	0	2	0.022267036383497186			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.022267036383497186			
Omega-6 fatty acid metabolism	0	0	0.022267036383497186			
Phytanic acid peroxisomal oxidation	0	0	0.022267036383497186			
Pentose phosphate pathway	0	4	0.022267036383497186			
Lysine metabolism	0	36	0.022267036383497186			
Selenoamino acid metabolism	0	4	0.022267036383497186			
