CPD_ID	CPD_NAME	mz_row_Statistic	From_mz_row	From_EmpiricalCompound
C00099	beta-Alanine	-3.4118517211704	row88	E84
C05100	3-Ureidoisobutyrate	-7.2702678934673	row9	E10
C00819	D-Glutamine; D-2-Aminoglutaramic acid	-6.741175236764059	row18	E10
C02336	beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose	-6.83226417053175	row15	E19
lneldc	linoelaidic acid (all trans C18:2)	-2.9697682694694305	row106	E119
C00795	D-Tagatose; lyxo-Hexulose	4.45377652365217	row51	E22
C00159	D-Mannose	4.45377652365217	row51	E22
C01801	Deoxyribose	-4.7278295369144905	row45	E56
C00984	alpha-D-Galactose	-6.83226417053175	row15	E19
C00106	Uracil	-4.3121137747987595	row53	E83
C00037	Glycine	3.23064428601457	row93	E109
C00738	D-Hexose	4.45377652365217	row51	E22
C04555	3beta-Hydroxyandrost-5-en-17-one 3-sulfate; Dehydroepiandrosterone sulfate	-5.1104005811984905	row36	E53
C00184	Dihydroxyacetone	-6.81962946174451	row16	E28
C00095	D-Fructose	4.45377652365217	row51	E22
C00247	L-Sorbose; L-xylo-Hexulose	4.45377652365217	row51	E22
C00936		-6.83226417053175	row15	E19
C00159	D-Mannose	-6.83226417053175	row15	E19
C00031	D-Glucose	4.45377652365217	row51	E22
C04555	3beta-Hydroxyandrost-5-en-17-one 3-sulfate; Dehydroepiandrosterone sulfate	-2.7619084384182	row123	E53
C05100	3-Ureidoisobutyrate	-6.741175236764059	row18	E10
C00245	Taurine	-5.35348840591777	row31	E46
C00267	alpha-D-Glucose	4.45377652365217	row51	E22
C00293	Glucose	4.45377652365217	row51	E22
C00819	D-Glutamine; D-2-Aminoglutaramic acid	-2.52657941688516	row147	E10
C00184	Dihydroxyacetone	-6.83226417053175	row15	E28
C00149	L-Malate	-2.61210688002375	row141	E64
C00026	2-Oxoglutarate	-5.20249625420196	row34	E48
C00900	2-Acetolactate	2.84706540364259	row116	E128
C00213	Sarcosine; N-Methylglycine	-3.4118517211704	row88	E84
C00065	L-Serine	4.28702372476316	row54	E9
C01582	Galactose	4.45377652365217	row51	E22
C00124	D-Galactose	4.45377652365217	row51	E22
C00256	D-Lactate	-6.83226417053175	row15	E28
C00064	L-Glutamine	-6.741175236764059	row18	E10
C00152	L-Asparagine	-2.83163127329325	row117	E129
C00137	myo-Inositol	-6.83226417053175	row15	E19
C04148	alpha-N-Phenylacetyl-L-glutamine	-2.5068157640310003	row152	E161
