EID	massfeature_rows	str_row_ion	compounds	compound_names
E76	row61	row61_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E77	row580	row580_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E83	row365;row70	row365_M+H2O+H[1+];row70_M+H[1+]	C05587;C07453	3-Methoxytyramine$Epinine; Deoxyepinephrine
E90	row71	row71_M+H[1+]	C02990	L-Palmitoylcarnitine
E93	row362	row362_M-H2O+H[1+]	C03758	Dopamine
E95	row238	row238_M+H[1+]	C02727	N6-Acetyl-L-lysine
E100	row446;row81	row446_M+2H[2+];row81_M-H2O+H[1+]	C00931	Porphobilinogen
E101	row81	row81_M+H[1+]	C00328;C05647	L-Kynurenine$Formyl-5-hydroxykynurenamine
E103	row155;row522;row82	row155_M+H[1+];row522_M-CO2+H[1+];row82_M-H2O+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine
E104	row102;row436;row460;row477;row575	row102_M-H4O2+H[1+];row436_M(C13)+H[1+];row460_M+H[1+];row477_M-HCOOH+H[1+];row575_M-H2O+H[1+]	C05519;C00188	L-Allo-threonine$L-Threonine
E113	row208	row208_M+H[1+]	C00073	L-Methionine
E115	row108;row134;row83;row93;row95	row108_M-NH3+H[1+];row134_M(C13)+H[1+];row83_M+H[1+];row93_M(S34)+H[1+];row95_M-HCOOH+H[1+]	C00073	L-Methionine
E118	row90	row90_M+H[1+]	C13747;C07480	1,7-Dimethylxanthine; Paraxanthine$
E120	row156;row316;row412	row156_M-H4O2+H[1+];row316_M+H2O+H[1+];row412_M+H[1+]	C00079;CE2172	L-Phenylalanine$
E121	row103;row468;row91	row103_M(C13)+H[1+];row468_M+H[1+];row91_M-HCOOH+H[1+]	C00079;CE2172	L-Phenylalanine$
E125	row91	row91_M-H2O+H[1+]	C00483;C01183;C02735	Tyramine$N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol
E127	row130	row130_M+H[1+]	C02838	L-Octanoylcarnitine
E128	row97	row97_M+H[1+]	C02838	L-Octanoylcarnitine
E129	row104	row104_M+Na[1+]	c226crn	cervonyl carnitine
E132	row115;row295;row372	row115_M+H[1+];row295_M-CO+H[1+];row372_M-H2O+H[1+]	C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate
E138	row115;row190;row192;row372	row115_M+H2O+H[1+];row190_M(C13)+H[1+];row192_M-HCOOH+H[1+];row372_M+H[1+]	C00135	L-Histidine
E139	row230;row408;row512	row230_M+H[1+];row408_M-C3H4O2+H[1+];row512_M-NH3+H[1+]	pcrn	propionyl-carnitine
E140	row414;row558;row594	row414_M-NH3+H[1+];row558_M+H[1+];row594_M-H2O+H[1+]	pcrn	propionyl-carnitine
E141	row121;row133	row121_M(C13)+H[1+];row133_M+H[1+]	pcrn	propionyl-carnitine
E144	row529;row558;row594	row529_M-NH3+H[1+];row558_M+H2O+H[1+];row594_M+H[1+]	C12448;egme	Ecgonine methyl ester; Methyl ecgonine$ecgonine methyl ester
E148	row137	row137_M+H[1+]	CE2122	methyl indole-3-acetate
E153	row140	row140_M+H[1+]	C00153	Nicotinamide
E155	row140	row140_M-H2O+H[1+]	C05828	3-Methylimidazoleacetic acid
E156	row427	row427_M+H[1+]	C05828	3-Methylimidazoleacetic acid
E160	row146	row146_M+H[1+]	C01717;C14800;C14802	4-Hydroxy-2-quinolinecarboxylic acid$1-Nitronaphthalene-5,6-oxide$1-Nitronaphthalene-7,8-oxide
E163	row146;row341	row146_M-H2O+H[1+];row341_M-CO+H[1+]	C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
E165	row150;row389	row150_M+H2O+H[1+];row389_M+H[1+]	C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid
E166	row150	row150_M+Na[1+]	C06178	1-Methylpyrrolinium
E170	row153	row153_M+Na[1+]	C00031;C00221;C00247;C02336;C00267;C00738;C00936;C00095;C00962;C01582;C00795;C00137;C00293;C00124;C00984;C00159	D-Glucose$beta-D-Glucose$L-Sorbose; L-xylo-Hexulose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$D-Hexose$$D-Fructose$beta-D-Galactose$Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$Glucose$D-Galactose$alpha-D-Galactose$D-Mannose
E172	row180	row180_M+H[1+]	C00954;C05634	Indole-3-acetate$5-Hydroxyindoleacetaldehyde
E175	row158	row158_M+H[1+]	lneldccrn;lnlccrn	Linoelaidyl carnitine$Linoleyl carnitine
E176	row160	row160_M+Na[1+]	tetpent6crn;tetpent3crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E177	row242	row242_M-H2O+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E178	row165	row165_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E179	row352;row601	row352_M-H2O+H[1+];row601_M-CO+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E180	row495;row590	row495_M+H[1+];row590_M-CO+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E182	row242	row242_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E184	row352	row352_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E190	row172	row172_M+H[1+]	elaidcrn;vacccrn;odecrn	Elaidic carnitine$Vaccenyl carnitine$octadecenoyl carnitine
E194	row180	row180_M-H2O+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E202	row183;row198;row202	row183_M-NH3+H[1+];row198_M+H[1+];row202_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E204	row470	row470_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E205	row183	row183_M-H2O+H[1+]	C05660	5-Methoxyindoleacetate
E208	row311;row380	row311_M(C13)+H[1+];row380_M+H[1+]	C04148;C05642	alpha-N-Phenylacetyl-L-glutamine$Formyl-N-acetyl-5-methoxykynurenamine
E209	row185;row294;row559	row185_M+Na[1+];row294_M+H[1+];row559_M(C13)+H[1+]	C04148;C05642	alpha-N-Phenylacetyl-L-glutamine$Formyl-N-acetyl-5-methoxykynurenamine
E210	row187;row210;row221;row492	row187_M-NH3+H[1+];row210_M+H[1+];row221_M(C13)+H[1+];row492_M+Na[1+]	C00327	L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline
E212	row188;row541	row188_M-H2O+H[1+];row541_M+H[1+]	CE2576	
E214	row188;row541	row188_M+H[1+];row541_M+H2O+H[1+]	CE2577	
E217	row192;row295;row431	row192_M-H4O2+H[1+];row295_M+H[1+];row431_M-NH3+H[1+]	C01035	4-Guanidinobutanoate
E218	row487	row487_M-H2O+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E219	row195;row371;row415;row549	row195_M+Na[1+];row371_M(C13)+H[1+];row415_M-H2O+H[1+];row549_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E223	row200	row200_M-H2O+H[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E228	row213;row233	row213_M(C13)+H[1+];row233_M+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E230	row214;row484;row601	row214_M+Na[1+];row484_M(C13)+H[1+];row601_M+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E231	row556;row563;row590	row556_M(C13)+H[1+];row563_M-HCOOH+H[1+];row590_M+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E232	row218;row268;row326;row552	row218_M-C3H4O2+H[1+];row268_M-HCOOH+H[1+];row326_M-H2O+H[1+];row552_M-H4O2+H[1+]	C08261	
E234	row543;row566	row543_M[1+];row566_M+H[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E239	row387;row601	row387_M+H[1+];row601_M-CO2+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E243	row387	row387_M-H2O+H[1+]	C00329	D-Glucosamine
E247	row224	row224_M+H[1+]	C00065;C00740	L-Serine$D-Serine
E252	row240	row240_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E253	row364;row402	row364_M+H[1+];row402_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E254	row446	row446_M-H2O+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E256	row327;row488	row327_M(C13)+H[1+];row488_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E260	row240	row240_M+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E261	row364;row402	row364_M+H2O+H[1+];row402_M+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E262	row446	row446_M+H[1+]	C03912;C03564	1-Pyrroline-5-carboxylate$1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E270	row527	row527_M+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E271	row292;row496;row570;row586	row292_M-CO+H[1+];row496_M-H4O2+H[1+];row570_M+H[1+];row586_M-CO2+H[1+]	C05548	6-Acetamido-2-oxohexanoate; 2-Oxo-6-acetamidocaproate
E276	row256;row502;row537	row256_M+H[1+];row502_M+H2O+H[1+];row537_M-CO+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E277	row316;row412;row489;row509	row316_M+H[1+];row412_M-H2O+H[1+];row489_M-CO+H[1+];row509_M+H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E278	row468	row468_M-H2O+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E280	row256;row453;row502	row256_M-H4O2+H[1+];row453_M-HCOOH+H[1+];row502_M-H2O+H[1+]	C00864	(R)-Pantothenate
E281	row258;row316;row509;row596	row258_M-HCOOH+H[1+];row316_M-H4O2+H[1+];row509_M-H2O+H[1+];row596_M-C3H4O2+H[1+]	C00864	(R)-Pantothenate
E282	row444	row444_M+H[1+]	C00864	(R)-Pantothenate
E293	row356;row526	row356_M-H2O+H[1+];row526_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate
E294	row513	row513_M-H2O+H[1+]	C03680	4-Imidazolone-5-propanoate
E295	row391;row419;row447	row391_M-H2O+H[1+];row419_M+H[1+];row447_M+H2O+H[1+]	C03680	4-Imidazolone-5-propanoate
E301	row356;row526	row356_M+H[1+];row526_M+H[1+]	C00785	Urocanate
E302	row270;row513	row270_M[1+];row513_M+H[1+]	C00785	Urocanate
E303	row391;row419	row391_M+H[1+];row419_M+H2O+H[1+]	C00785	Urocanate
E306	row278;row401	row278_M+H2O+H[1+];row401_M+H[1+]	C01595	linoleic acid (all cis C18:2) n-6
E309	row373;row438;row440	row373_M-HCOOH+H[1+];row438_M+H[1+];row440_M(C13)+H[1+]	C01152	N(pi)-Methyl-L-histidine; 1-Methylhistidine; N-pros-Methyl-L-histidine
E311	row283;row290	row283_M(C13)+H[1+];row290_M+H[1+]	C00213;C00041;C00099;C00133	Sarcosine; N-Methylglycine$L-Alanine$beta-Alanine$D-Alanine
E316	row315	row315_M+H[1+]	C00441;C03508;C03214	L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde$L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid$2-Amino-3-oxobutanoate; 2-Amino-acetoacetate
E318	row292;row497	row292_M+H[1+];row497_M-CO+H[1+]	C03087	5-Acetamidopentanoate
E319	row338;row568	row338_M-CO+H[1+];row568_M-H2O+H[1+]	C03087	5-Acetamidopentanoate
E320	row547	row547_M+H[1+]	C03087	5-Acetamidopentanoate
E321	row297;row305;row310;row577	row297_M+K[1+];row305_M(C13)+H[1+];row310_M+Na[1+];row577_M+H[1+]	C00262	Hypoxanthine
E323	row298;row487;row503	row298_M+Na[1+];row487_M+H[1+];row503_M(C13)+H[1+]	C00791	
E324	row415;row549	row415_M+H[1+];row549_M+H2O+H[1+]	C00791	
E326	row573	row573_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E327	row312	row312_M+H[1+]	C00302	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate
E332	row317;row548	row317_M+H2O+H[1+];row548_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E335	row332	row332_M+H[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E337	row430;row497	row430_M-CO+H[1+];row497_M+H[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E339	row337;row338;row454	row337_M(C13)+H[1+];row338_M+H[1+];row454_M-HCOOH+H[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E344	row345	row345_M+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E345	row341;row496	row341_M+H[1+];row496_M-CO+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid
E347	row345	row345_M-H2O+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine
E348	row341;row496	row341_M-H2O+H[1+];row496_M-HCOOH+H[1+]	C00355	3,4-Dihydroxy-L-phenylalanine
E351	row471	row471_M+H[1+]	C00108	Anthranilate
E352	row343;row545	row343_M+H[1+];row545_M(C13)+H[1+]	C00108	Anthranilate
E361	row379;row571	row379_M-CO+H[1+];row571_M+H[1+]	C05588	L-Metanephrine
E362	row353;row407;row506	row353_M+H[1+];row407_M+H2O+H[1+];row506_M-CO+H[1+]	C05588	L-Metanephrine
E367	row399;row542	row399_M-NH3+H[1+];row542_M-H2O+H[1+]	C00047	L-Lysine
E368	row437	row437_M-H2O+H[1+]	C00047	L-Lysine
E372	row587;row596	row587_M+H[1+];row596_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E373	row354;row432;row454;row518	row354_M+H[1+];row432_M+H2O+H[1+];row454_M-CO2+H[1+];row518_M(C13)+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E374	row394;row399;row472	row394_M(C13)+H[1+];row399_M+H[1+];row472_M+H2O+H[1+]	C05936;C00408	N4-Acetylaminobutanal$L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid
E378	row400	row400_M-H2O+H[1+]	C00437	N2-Acetyl-L-ornithine
E381	row357;row437;row501	row357_M+H[1+];row437_M-HCOOH+H[1+];row501_M-H2O+H[1+]	C00437	N2-Acetyl-L-ornithine
E383	row359;row362;row368;row390	row359_M+H[1+];row362_M-HCOOH+H[1+];row368_M(C13)+H[1+];row390_M-NH3+H[1+]	C00082;CE2174	L-Tyrosine$
E384	row362	row362_M+H[1+]	C02505;C02558	2-Phenylacetamide$N-Acetylarylamine
E386	row364	row364_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E387	row488	row488_M+H[1+]	C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate
E390	row376	row376_M+H[1+]	C00037	Glycine
E395	row390	row390_M+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E396	row390	row390_M-H2O+H[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
E400	row408	row408_M+H[1+]	C05543	3-Dehydroxycarnitine
E401	row461;row523	row461_M+H[1+];row523_M(C13)+H[1+]	C05543	3-Dehydroxycarnitine
E406	row426	row426_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E412	row435	row435_M+H[1+]	C00250	Pyridoxal
E415	row463	row463_M+H[1+]	C00318	L-Carnitine
E418	row477	row477_M+H[1+]	C01888;C02229;C05665	Aminoacetone$3-Aminopropanal$beta-Aminopropion aldehyde
E420	row479	row479_M-H2O+H[1+]	C00555	4-Aminobutanal; 4-Aminobutyraldehyde; Butyraldehyde, 4-amino-
E421	row479	row479_M+H[1+]	CE1944	1-pyrroline
E424	row496;row570	row496_M-H2O+H[1+];row570_M+H2O+H[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E426	row496	row496_M+H[1+]	CE5665	leukoaminochrome
E439	row560	row560_M+H[1+]	C00632	3-Hydroxyanthranilate
E441	row567	row567_M+H[1+]	C00178;C02835	Thymine$Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate
E443	row578	row578_M+H[1+]	C04230	Lysophosphatidylcholine
E444	row579	row579_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E445	row584	row584_M-H2O+H[1+]	C00762;C01780	Cortisone; 17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione; Kendall's compound E; Reichstein's substance Fa$Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al
